Order_ID,Customer_ID,Customer_Name,Gender,Age,Platform,Order_Date,Delivery_Date,State,City,Category,Product_ID,Product_Name,Brand,Quantity,Cost_Price,Selling_Price,Discount_%,Sales,Profit,Payment_Method,Delivery_Status,Customer_Rating,Warehouse,Salesperson
ORD101048,CUST11048,Bailey Lopez,Male,25,Amazon,2025-04-10,2024-09-16,Delhi,New Delhi,Beauty,P4442,Face Wash,Loreal,1,12633,17684.97,5,16800.72,5051.97,Debit Card,Returned,1.0,New Delhi Hub,Christopher Berger
ORD101049,CUST11049,Theodore Evans,Female,49,Amazon,2025-10-08,2024-09-24,Delhi,New Delhi,Fashion,P3686,Air Max Shoes,Nike,2,24165,35448.49,10,63807.28,22566.98,Credit Card,Delivered,5.0,New Delhi Hub,Anthony Aguilar
ORD101050,CUST11050,Jason Keller,Male,36,Amazon,2025-04-16,2024-07-09,Telangana,Hyderabad,Electronics,P5837,iPhone 15,Apple,1,737,882.09,10,793.88,145.09,Credit Card,Delivered,5.0,Hyderabad Hub,Bonnie Dean
ORD101051,CUST11051,Dorothy Wheeler,Male,49,Amazon,2026-04-21,2026-05-23,Delhi,New Delhi,Beauty,P2900,Face Wash,Loreal,3,28480,33491.59,10,90427.29,15034.77,COD,In Transit,1.0,New Delhi Hub,Jeffrey Parker
ORD101052,CUST11052,Brianna Luna,Female,37,Flipkart,2025-07-27,2024-10-21,Telangana,Hyderabad,Home,P3106,Pressure Cooker,Prestige,3,18571,24198.96,5,68967.04,16883.88,Debit Card,In Transit,1.0,Hyderabad Hub,Anthony Wolfe
ORD101053,CUST11053,Ricardo Faulkner,Male,39,Flipkart,2024-09-02,2026-04-02,Maharashtra,Pune,Beauty,P2940,Face Wash,Loreal,4,12654,14203.57,5,53973.57,6198.28,COD,Delivered,1.0,Pune Hub,Omar Mendez
ORD101054,CUST11054,Julie Smith,Male,34,Flipkart,2026-04-19,2025-03-23,Maharashtra,Mumbai,Electronics,P8011,Galaxy S24,Samsung,4,12905,18694.2,20,59821.44,23156.8,Debit Card,Returned,5.0,Mumbai Hub,Holly Rogers
ORD101055,CUST11055,Arthur Harvey,Female,55,Flipkart,2024-07-29,2025-01-14,Karnataka,Bengaluru,Beauty,P9984,Face Wash,Loreal,5,5607,8112.15,5,38532.71,12525.75,Debit Card,Returned,3.0,Bengaluru Hub,Veronica Townsend
ORD101056,CUST11056,David Hendrix,Female,55,Flipkart,2025-09-11,2024-09-01,Telangana,Hyderabad,Electronics,P6454,iPhone 15,Apple,2,2261,2735.81,20,4377.3,949.62,COD,Cancelled,4.0,Hyderabad Hub,Daniel Reese
ORD101057,CUST11057,William Hall,Female,25,Amazon,2025-09-06,2025-05-21,Maharashtra,Pune,Home,P5199,Pressure Cooker,Prestige,3,14262,17123.5,20,41096.4,8584.5,Credit Card,Delivered,5.0,Pune Hub,Kristina Rogers
ORD101058,CUST11058,Jamie Turner,Female,27,Flipkart,2025-04-08,2024-07-27,Telangana,Hyderabad,Electronics,P8749,Galaxy S24,Samsung,2,12821,16938.09,15,28794.75,8234.18,COD,Cancelled,5.0,Hyderabad Hub,Jesse Smith
ORD101059,CUST11059,Richard Martin,Male,48,Flipkart,2024-10-22,2025-07-18,Maharashtra,Mumbai,Fashion,P1632,Air Max Shoes,Nike,3,12911,16077.97,10,43410.52,9500.91,COD,Delivered,5.0,Mumbai Hub,Billy Arnold
ORD101060,CUST11060,Kristy Hall,Female,36,Amazon,2024-10-16,2025-11-11,Maharashtra,Mumbai,Fashion,P4254,Air Max Shoes,Nike,5,1652,1819.07,0,9095.35,835.35,UPI,Returned,4.0,Mumbai Hub,Joanna Young
ORD101061,CUST11061,Dana Johnson,Male,49,Flipkart,2024-12-25,2024-12-11,Karnataka,Bengaluru,Fashion,P4215,Air Max Shoes,Nike,4,19347,28996.4,0,115985.6,38597.6,COD,Returned,5.0,Bengaluru Hub,Zachary Burke
ORD101062,CUST11062,William Cruz,Male,41,Amazon,2026-04-08,2025-12-29,Maharashtra,Mumbai,Electronics,P9256,iPhone 15,Apple,1,2681,3724.32,5,3538.1,1043.32,Credit Card,In Transit,2.0,Mumbai Hub,Regina Wilson
ORD101063,CUST11063,Ruth Foster DVM,Male,24,Amazon,2026-04-06,2026-03-05,Maharashtra,Pune,Electronics,P8897,Galaxy S24,Samsung,3,24384,32908.66,15,83917.08,25573.98,Credit Card,Delivered,2.0,Pune Hub,Sara Taylor
ORD101064,CUST11064,Karen Andrade,Male,51,Amazon,2025-08-23,2026-03-30,Tamil Nadu,Chennai,Home,P7704,Pressure Cooker,Prestige,4,28103,36471.28,5,138590.86,33473.12,COD,Delivered,4.0,Chennai Hub,Eric Mason
ORD101065,CUST11065,Michael Hansen,Male,55,Flipkart,2025-03-17,2024-10-01,Telangana,Hyderabad,Electronics,P6015,iPhone 15,Apple,2,9320,10677.41,20,17083.86,2714.82,Credit Card,Delivered,5.0,Hyderabad Hub,Alexis Gonzalez
ORD101066,CUST11066,Erik Thomas DDS,Male,28,Flipkart,2025-04-26,2024-11-09,Karnataka,Bengaluru,Fashion,P7198,Air Max Shoes,Nike,4,27741,37658.17,20,120506.14,39668.68,COD,Cancelled,2.0,Bengaluru Hub,Steven Robinson
ORD101067,CUST11067,Shannon Robinson,Female,18,Flipkart,2026-01-18,2026-01-20,Telangana,Hyderabad,Beauty,P2867,Face Wash,Loreal,1,24385,28000.61,0,28000.61,3615.61,UPI,In Transit,3.0,Hyderabad Hub,John Meadows
ORD101068,CUST11068,Judith Lamb,Male,48,Flipkart,2026-05-12,2025-08-05,Maharashtra,Pune,Electronics,P7842,iPhone 15,Apple,4,2292,2616.19,15,8895.05,1296.76,Credit Card,In Transit,2.0,Pune Hub,Timothy Murray
ORD101069,CUST11069,Andrew Knight,Male,41,Amazon,2024-07-07,2024-08-25,Delhi,New Delhi,Fashion,P1929,Air Max Shoes,Nike,2,16288,24105.76,10,43390.37,15635.52,Credit Card,Cancelled,3.0,New Delhi Hub,David Strickland
ORD101070,CUST11070,Jennifer Ali,Male,54,Amazon,2025-03-31,2024-06-28,Delhi,New Delhi,Fashion,P6465,Air Max Shoes,Nike,2,19703,24183.73,20,38693.97,8961.46,Debit Card,Delivered,3.0,New Delhi Hub,Joe Brown
ORD101071,CUST11071,Randall Mccoy,Male,23,Flipkart,2026-05-20,2025-03-03,Telangana,Hyderabad,Fashion,P3164,Air Max Shoes,Nike,1,12497,18548.79,10,16693.91,6051.79,Debit Card,In Transit,4.0,Hyderabad Hub,April Larsen
ORD101072,CUST11072,Samantha Day,Male,54,Flipkart,2025-08-20,2026-06-15,Maharashtra,Pune,Electronics,P8819,Galaxy S24,Samsung,3,20576,23103.61,20,55448.66,7582.83,Debit Card,Returned,3.0,Pune Hub,Robert Thomas
ORD101073,CUST11073,Carly Murray,Male,49,Flipkart,2024-08-13,2026-06-12,Delhi,New Delhi,Home,P4269,Pressure Cooker,Prestige,5,465,582.69,0,2913.45,588.45,UPI,Cancelled,5.0,New Delhi Hub,Alexander Gomez
ORD101074,CUST11074,Anthony Allen,Male,28,Flipkart,2025-09-19,2024-11-24,Delhi,New Delhi,Electronics,P8262,Galaxy S24,Samsung,2,9045,12965.35,15,22041.1,7840.7,COD,Cancelled,3.0,New Delhi Hub,Christopher Smith
ORD101075,CUST11075,Amanda Hill,Male,45,Flipkart,2025-05-16,2026-02-08,,New Delhi,Fashion,P3718,Air Max Shoes,Nike,1,9298,11111.64,20,8889.31,1813.64,Debit Card,Delivered,3.0,New Delhi Hub,Deborah Pennington
ORD101076,CUST11076,Autumn Barber,Female,27,Flipkart,2024-11-28,2025-02-19,Telangana,Hyderabad,Fashion,P2022,Air Max Shoes,Nike,4,1193,1631.48,20,5220.74,1753.92,COD,Cancelled,2.0,Hyderabad Hub,William Parker
ORD101077,CUST11077,Michael Wilson,Female,38,Flipkart,2026-01-17,2024-07-17,Telangana,Hyderabad,Beauty,P1667,Face Wash,Loreal,3,5169,7654.94,10,20668.34,7457.82,UPI,Cancelled,3.0,Hyderabad Hub,Tracy Williams
ORD101078,CUST11078,Natalie Mahoney,Female,31,Amazon,2025-07-20,2024-07-08,Delhi,New Delhi,Home,P7481,Pressure Cooker,Prestige,4,9877,12899.19,15,43857.25,12088.76,UPI,Returned,4.0,New Delhi Hub,Amanda Escobar
ORD101079,CUST11079,Garrett Mccoy,Female,38,Amazon,2024-07-11,2026-02-22,Maharashtra,Mumbai,Beauty,P4015,Face Wash,Loreal,5,29966,38688.72,5,183771.42,43613.6,Credit Card,In Transit,1.0,Mumbai Hub,Brenda White
ORD101080,CUST11080,Lori Thomas,Female,43,Amazon,2024-09-11,2024-07-19,Delhi,New Delhi,Fashion,P1942,Air Max Shoes,Nike,3,13549,18895.27,10,51017.23,16038.81,UPI,Returned,4.0,New Delhi Hub,Charles Chandler
ORD101081,CUST11081,Amy Miranda,Female,29,Amazon,2025-08-28,2026-05-19,Maharashtra,Pune,Beauty,P8911,Face Wash,Loreal,5,12280,15991.13,0,79955.65,18555.65,UPI,Cancelled,4.0,Pune Hub,Robert Scott
ORD101082,CUST11082,Terry Klein,Female,36,Flipkart,2025-12-11,2024-12-19,Maharashtra,Pune,Grocery,P7684,Sunflower Oil,Fortune,4,16657,21716.55,5,82522.89,20238.2,COD,Delivered,1.0,Pune Hub,Jennifer Haynes
ORD101083,CUST11083,Joel Alvarez,Male,51,Amazon,2025-05-19,2025-03-02,Delhi,New Delhi,Fashion,P4411,Air Max Shoes,Nike,2,10859,12042.61,0,24085.22,2367.22,Debit Card,Cancelled,5.0,New Delhi Hub,Benjamin Anderson
ORD101084,CUST11084,Lisa Simmons,Female,50,Amazon,2026-04-23,2026-05-01,Maharashtra,Pune,Home,P4688,Pressure Cooker,Prestige,2,1079,1471.65,10,2648.97,785.3,COD,Returned,1.0,Pune Hub,Krystal Schmidt
ORD101085,CUST11085,Tiffany Foster,Male,60,Amazon,2025-06-01,2026-06-06,Delhi,New Delhi,Electronics,P5516,Galaxy S24,Samsung,5,22395,30071.93,5,142841.67,38384.65,COD,Cancelled,2.0,New Delhi Hub,Stephanie Hansen
ORD101086,CUST11086,Tyler Moore,Female,33,Amazon,2026-03-14,2025-02-14,Tamil Nadu,Chennai,Electronics,P7111,Galaxy S24,Samsung,2,8397,11792.29,20,18867.66,6790.58,Debit Card,Cancelled,5.0,Chennai Hub,Jeffrey Jackson
ORD101087,CUST11087,Kelly Vazquez,Female,54,Amazon,2025-12-27,2025-11-27,Maharashtra,Pune,Electronics,P1439,iPhone 15,Apple,5,10424,13582.7,10,61122.15,15793.5,UPI,In Transit,1.0,Pune Hub,Sean Santiago
ORD101088,CUST11088,Nicole David,Female,60,Amazon,2026-05-24,2025-12-17,Telangana,Hyderabad,Electronics,P8556,iPhone 15,Apple,5,9763,10740.78,10,48333.51,4888.9,Debit Card,In Transit,2.0,Hyderabad Hub,David King
ORD101089,CUST11089,Mr. Andrew Jones,Female,27,Flipkart,2024-12-18,2024-11-12,,Pune,Home,P8989,Pressure Cooker,Prestige,3,5612,7450.2,20,17880.48,5514.6,Credit Card,Returned,4.0,Pune Hub,Randy Richardson
ORD101090,CUST11090,Nathan Kirby,Male,19,Amazon,2024-07-04,2026-03-07,Delhi,New Delhi,Beauty,P4474,Face Wash,Loreal,1,14196,20500.75,20,16400.6,6304.75,Debit Card,Cancelled,1.0,New Delhi Hub,Shirley Ross
ORD101091,CUST11091,Jessica Wade,Male,44,Flipkart,2025-04-15,2024-09-03,Tamil Nadu,Chennai,Home,P1754,Pressure Cooker,Prestige,2,22541,26192.52,20,41908.03,7303.04,COD,In Transit,5.0,Chennai Hub,Mark Hester
ORD101092,CUST11092,Patty Brown,Female,31,Amazon,2025-05-01,2025-08-20,Delhi,New Delhi,Electronics,P1341,Galaxy S24,Samsung,1,24968,35625.96,20,28500.77,10657.96,UPI,Delivered,1.0,New Delhi Hub,Elizabeth Martinez
ORD101093,CUST11093,Teresa Sandoval,Female,43,Flipkart,2026-06-22,2025-08-24,Telangana,Hyderabad,Fashion,P5404,Air Max Shoes,Nike,2,27469,36061.6,20,57698.56,17185.2,UPI,Returned,4.0,Hyderabad Hub,Keith Bell
ORD101094,CUST11094,Tina Paul,Male,21,Amazon,2026-04-26,2025-08-19,,Bengaluru,Home,P7968,Pressure Cooker,Prestige,4,5776,7944.38,0,31777.52,8673.52,COD,Cancelled,4.0,Bengaluru Hub,Thomas Benton
ORD101095,CUST11095,Katelyn Anderson,Male,51,Amazon,2024-08-03,2025-01-07,Maharashtra,Pune,Fashion,P4628,Air Max Shoes,Nike,1,10555,11769.6,20,9415.68,1214.6,UPI,Cancelled,2.0,Pune Hub,Kimberly James
ORD101096,CUST11096,Alexis Patterson,Male,35,Flipkart,2026-03-20,2024-12-07,Maharashtra,Mumbai,Electronics,P5809,Galaxy S24,Samsung,1,8810,10580.98,10,9522.88,1770.98,Credit Card,In Transit,3.0,Mumbai Hub,Angela Graham
ORD101097,CUST11097,Emily Christian,Male,29,Flipkart,2025-09-26,2025-12-21,Tamil Nadu,Chennai,Electronics,P2296,Galaxy S24,Samsung,4,4601,5580.95,15,18975.23,3919.8,Debit Card,In Transit,2.0,Chennai Hub,Mrs. Katherine Lee DDS
ORD101098,CUST11098,Larry Williams,Female,20,Flipkart,2026-03-21,2026-02-09,Tamil Nadu,Chennai,Grocery,P3818,Sunflower Oil,Fortune,5,25574,32938.14,0,164690.7,36820.7,Credit Card,Cancelled,1.0,Chennai Hub,Latasha Pena
ORD101099,CUST11099,Laura Hamilton,Male,27,Amazon,2026-02-11,2025-01-24,Telangana,Hyderabad,Grocery,P6277,Sunflower Oil,Fortune,3,5334,6528.12,0,19584.36,3582.36,Debit Card,Delivered,2.0,Hyderabad Hub,Margaret Thompson
ORD101100,CUST11100,John Richardson,Female,58,Amazon,2024-10-10,2025-02-19,Telangana,Hyderabad,Electronics,P3256,iPhone 15,Apple,1,21741,26092.17,15,22178.34,4351.17,Debit Card,Returned,1.0,Hyderabad Hub,Isaac Donaldson
ORD101101,CUST11101,John Woods,Female,27,Amazon,2026-03-20,2026-03-22,Tamil Nadu,Chennai,Home,P7346,Pressure Cooker,Prestige,3,18741,21521.69,10,58108.56,8342.07,Debit Card,Returned,3.0,Chennai Hub,Mark Miranda
ORD101102,CUST11102,Desiree Brown,Male,25,Amazon,2024-11-08,2025-08-13,Karnataka,Bengaluru,Electronics,P3530,iPhone 15,Apple,5,28473,37186.09,15,158040.88,43565.45,COD,Returned,5.0,Bengaluru Hub,Lisa Martin
ORD101103,CUST11103,Matthew Kennedy,Female,22,Amazon,2025-07-10,2026-04-12,Delhi,New Delhi,Fashion,P2347,Air Max Shoes,Nike,2,4858,6770.26,10,12186.47,3824.52,Debit Card,Delivered,3.0,New Delhi Hub,Ashley Cole
ORD101104,CUST11104,Daniel Guzman,Male,23,Flipkart,2025-03-27,2026-03-19,Maharashtra,Pune,Home,P4170,Pressure Cooker,Prestige,4,15791,21527.15,0,86108.6,22944.6,Debit Card,Delivered,5.0,Pune Hub,Rebecca Smith
ORD101105,CUST11105,Victoria Johnson,Female,25,Flipkart,2026-06-13,2025-10-03,Telangana,Hyderabad,Grocery,P8882,Sunflower Oil,Fortune,4,13035,16027.3,0,64109.2,11969.2,UPI,Cancelled,4.0,Hyderabad Hub,Denise Perez
ORD101106,CUST11106,Barry Shelton,Male,25,Amazon,2026-03-18,2025-01-01,Karnataka,Bengaluru,Fashion,P3359,Air Max Shoes,Nike,3,26765,36371.29,15,92746.79,28818.87,UPI,Delivered,3.0,Bengaluru Hub,Derek Hayes
ORD101107,CUST11107,Julie Livingston,Female,40,Amazon,2026-02-26,2025-09-10,Telangana,Hyderabad,Grocery,P3138,Sunflower Oil,Fortune,4,14322,17641.41,20,56452.51,13277.64,Credit Card,Cancelled,2.0,Hyderabad Hub,Warren Nash
ORD101108,CUST11108,Jennifer Lopez,Female,33,Amazon,2025-11-12,2025-10-01,Maharashtra,Mumbai,Beauty,P2972,Face Wash,Loreal,3,16266,22552.18,15,57508.06,18858.54,COD,Cancelled,1.0,Mumbai Hub,Gabriel Shepard
ORD101109,CUST11109,Virginia Richardson,Male,49,Amazon,2025-04-02,2026-03-25,Tamil Nadu,Chennai,Fashion,P6027,Air Max Shoes,Nike,1,28579,32072.89,0,32072.89,3493.89,COD,Cancelled,1.0,Chennai Hub,Kara Herrera
ORD101110,CUST11110,Ryan Juarez,Male,28,Amazon,2025-11-21,2025-04-16,Telangana,Hyderabad,Electronics,P2409,Galaxy S24,Samsung,4,16366,24080.17,5,91504.65,30856.68,Credit Card,Cancelled,1.0,Hyderabad Hub,Robert Baker
ORD101111,CUST11111,Anthony Decker DVM,Male,46,Flipkart,2025-02-08,2024-10-30,Telangana,Hyderabad,Electronics,P4713,iPhone 15,Apple,3,11716,13463.19,5,38370.09,5241.57,Debit Card,Cancelled,1.0,Hyderabad Hub,Christopher Roberson
ORD101112,CUST11112,Kevin Reynolds,Female,32,Flipkart,2025-01-26,2024-11-04,Karnataka,Bengaluru,Electronics,P5329,iPhone 15,Apple,5,23024,31612.89,0,158064.45,42944.45,Credit Card,Delivered,5.0,Bengaluru Hub,Matthew Howard
ORD101113,CUST11113,Mark Brown,Male,24,Amazon,2025-09-24,2025-01-06,Tamil Nadu,Chennai,Electronics,P8269,iPhone 15,Apple,1,28428,37779.9,10,34001.91,9351.9,COD,Delivered,3.0,Chennai Hub,Becky Edwards
ORD101114,CUST11114,Brandon Wilcox,Female,35,Amazon,2025-12-29,2025-08-29,Tamil Nadu,Chennai,Electronics,P1636,Galaxy S24,Samsung,4,12069,17311.2,5,65782.56,20968.8,COD,In Transit,3.0,Chennai Hub,Caleb Gonzalez Jr.
ORD101115,CUST11115,Leslie Kim,Male,57,Amazon,2024-11-30,2024-11-07,Maharashtra,Pune,Home,P3761,Pressure Cooker,Prestige,5,28159,33056.89,0,165284.45,24489.45,Debit Card,Cancelled,1.0,Pune Hub,Julie Taylor
ORD101116,CUST11116,Mary Hart,Male,46,Amazon,2024-11-20,2024-10-02,Tamil Nadu,Chennai,Beauty,P4327,Face Wash,Loreal,1,23691,34093.3,0,34093.3,10402.3,COD,In Transit,4.0,Chennai Hub,Brittany George
ORD101117,CUST11117,Jill Lucas,Male,35,Flipkart,2025-06-17,2024-07-09,Maharashtra,Pune,Fashion,P5159,Air Max Shoes,Nike,4,11332,14413.63,10,51889.07,12326.52,COD,Delivered,5.0,Pune Hub,Katie Vaughn
ORD101118,CUST11118,Autumn Reid,Male,42,Amazon,2026-04-22,2026-04-18,Delhi,New Delhi,Fashion,P5817,Air Max Shoes,Nike,2,24991,33212.53,5,63103.81,16443.06,COD,In Transit,3.0,New Delhi Hub,Sara Anderson
ORD101119,CUST11119,Joseph Reyes,Male,51,Flipkart,2024-11-19,2026-04-23,Tamil Nadu,Chennai,Grocery,P4047,Sunflower Oil,Fortune,1,1275,1574.05,20,1259.24,299.05,COD,Cancelled,1.0,Chennai Hub,Thomas Jones
ORD101120,CUST11120,Andrew Cortez,Male,44,Flipkart,2025-03-30,2025-03-20,Telangana,Hyderabad,Grocery,P9406,Sunflower Oil,Fortune,1,15612,23105.93,0,23105.93,7493.93,Debit Card,Returned,1.0,Hyderabad Hub,James Thompson
ORD101121,CUST11121,Phillip Maddox,Male,29,Flipkart,2024-06-27,2026-01-24,Karnataka,Bengaluru,Grocery,P5318,Sunflower Oil,Fortune,3,22445,32409.02,15,82643.0,29892.06,COD,In Transit,2.0,Bengaluru Hub,Aaron Taylor
ORD101122,CUST11122,Jeff Miles,Female,49,Flipkart,2025-02-13,2025-11-25,Delhi,New Delhi,Beauty,P9899,Face Wash,Loreal,5,20341,23987.09,5,113938.68,18230.45,COD,Returned,4.0,New Delhi Hub,Jordan Garcia
ORD101123,CUST11123,Kylie Zamora,Female,56,Amazon,2026-01-21,2026-01-11,Karnataka,Bengaluru,Beauty,P6795,Face Wash,Loreal,5,13051,17709.08,10,79690.86,23290.4,COD,In Transit,1.0,Bengaluru Hub,Tonya Hoffman
ORD101124,CUST11124,Jane Ibarra,Male,34,Amazon,2024-06-28,2025-02-07,Karnataka,Bengaluru,electronics,P5385,Galaxy S24,Samsung,3,3886,4910.5,0,14731.5,3073.5,UPI,Delivered,5.0,Bengaluru Hub,Mr. Noah Baker
ORD101125,CUST11125,Lindsay Evans,Female,29,Amazon,2025-09-23,2025-09-01,Karnataka,Bengaluru,Grocery,P8535,Sunflower Oil,Fortune,2,8698,12339.05,5,23444.19,7282.1,Credit Card,In Transit,2.0,Bengaluru Hub,Paula Carr
ORD101126,CUST11126,Kelly Pineda,Male,30,Flipkart,2024-09-19,2025-07-04,Maharashtra,Pune,Electronics,P8858,iPhone 15,Apple,3,27843,37583.48,0,112750.44,29221.44,UPI,Delivered,2.0,Pune Hub,Mitchell Larsen
ORD101127,CUST11127,Eric Martin,Female,59,Amazon,2025-02-06,2024-09-08,Tamil Nadu,Chennai,Electronics,P5104,Galaxy S24,Samsung,5,18987,26975.8,5,128135.05,39944.0,COD,Delivered,4.0,Chennai Hub,Pam Webb
ORD101128,CUST11128,Christie Craig,Male,50,Flipkart,2025-07-17,2025-12-03,Telangana,Hyderabad,Home,P4712,Pressure Cooker,Prestige,1,8603,12515.07,5,11889.32,3912.07,UPI,In Transit,1.0,Hyderabad Hub,Amy Anderson
ORD101129,CUST11129,Christina Gomez,Male,45,Amazon,2025-01-31,2025-11-27,Telangana,Hyderabad,Grocery,P6285,Sunflower Oil,Fortune,5,28424,42039.28,15,178666.94,68076.4,COD,Returned,1.0,Hyderabad Hub,Brian Valdez
ORD101130,CUST11130,Caroline Anderson,Female,56,Amazon,2024-07-09,2025-12-23,Delhi,New Delhi,Grocery,P7388,Sunflower Oil,Fortune,5,15648,19670.92,5,93436.87,20114.6,UPI,Returned,2.0,New Delhi Hub,Alex Norris
ORD101131,CUST11131,Eric Page,Female,27,Amazon,2024-10-29,2025-01-23,Delhi,New Delhi,electronics,P7808,Pressure Cooker,Prestige,2,18776,23922.95,20,38276.72,10293.9,UPI,Cancelled,1.0,New Delhi Hub,Heidi Arroyo
ORD101132,CUST11132,Monique Adams,Male,29,Amazon,2026-01-25,2025-10-02,Tamil Nadu,Chennai,Fashion,P7578,Air Max Shoes,Nike,3,5483,7847.69,10,21188.76,7094.07,Debit Card,Cancelled,1.0,Chennai Hub,Ronald Reynolds
ORD101133,CUST11133,Mr. Michael Clay,Female,60,Flipkart,2024-11-02,2024-07-19,Delhi,New Delhi,Beauty,P1921,Face Wash,Loreal,1,5953,8609.74,0,8609.74,2656.74,Credit Card,Delivered,2.0,New Delhi Hub,Angelica Chase
ORD101134,CUST11134,Jeffrey Greene,Female,33,Flipkart,2024-07-18,2024-09-23,Telangana,Hyderabad,Home,P4570,Pressure Cooker,Prestige,5,1669,1886.6,20,7546.4,1088.0,UPI,Delivered,2.0,Hyderabad Hub,Jessica Silva
ORD101135,CUST11135,Megan Galvan,Male,48,Amazon,2025-01-17,2025-08-16,Maharashtra,Pune,Electronics,P7452,Galaxy S24,Samsung,4,13697,19997.79,10,71992.04,25203.16,Credit Card,Cancelled,2.0,Pune Hub,Colleen Decker
ORD101136,CUST11136,Jerry Tyler,Male,39,Amazon,2026-04-08,2025-05-10,Telangana,Hyderabad,Beauty,P3336,Face Wash,Loreal,2,17716,24996.97,5,47494.24,14561.94,Credit Card,In Transit,2.0,Hyderabad Hub,Douglas Johnson
ORD101137,CUST11137,Alec Cole,Male,18,Flipkart,2025-02-14,2025-01-06,Delhi,New Delhi,Home,P4634,Pressure Cooker,Prestige,5,7828,10993.83,15,46723.78,15829.15,UPI,Returned,3.0,New Delhi Hub,Matthew Hoffman
ORD101138,CUST11138,Renee Avila,Female,38,Amazon,2025-08-29,2025-01-02,Karnataka,Bengaluru,Beauty,P7446,Face Wash,Loreal,4,26121,30984.68,10,111544.85,19454.72,Credit Card,Returned,2.0,Bengaluru Hub,Kara Green
ORD101139,CUST11139,Jason Brock,Male,32,Amazon,2024-10-14,2025-02-06,Karnataka,Bengaluru,Fashion,P3997,Air Max Shoes,Nike,1,11915,16258.4,20,13006.72,4343.4,Debit Card,In Transit,5.0,Bengaluru Hub,Brian Stevens
ORD101140,CUST11140,Aaron Lee,Female,19,Amazon,2025-08-22,2024-11-21,Karnataka,Bengaluru,Electronics,P1898,iPhone 15,Apple,1,6677,9100.05,10,8190.04,2423.05,UPI,Delivered,2.0,Bengaluru Hub,Tracy Baker
ORD101141,CUST11141,Brian Miller,Male,27,Flipkart,2026-03-16,2024-11-07,Delhi,New Delhi,Fashion,P6168,Air Max Shoes,Nike,1,3526,4617.7,20,3694.16,1091.7,Debit Card,In Transit,5.0,New Delhi Hub,Megan Morgan
ORD101142,CUST11142,Abigail Dalton,Female,20,Amazon,2024-10-04,2024-08-19,Karnataka,Bengaluru,Grocery,P6030,Sunflower Oil,Fortune,2,29930,39545.38,0,79090.76,19230.76,Credit Card,Returned,2.0,Bengaluru Hub,Jennifer Ferguson
ORD101143,CUST11143,Albert Mills,Male,55,Amazon,2024-10-28,2025-02-20,Tamil Nadu,Chennai,Electronics,P1967,Galaxy S24,Samsung,5,9394,12411.32,10,55850.94,15086.6,COD,In Transit,3.0,Chennai Hub,Kathy Herrera
ORD101144,CUST11144,Barbara Vargas,Male,55,Flipkart,2025-11-13,2025-04-23,Delhi,New Delhi,electronics,P3298,Air Max Shoes,Nike,5,13873,17779.18,5,84451.1,19530.9,COD,Returned,2.0,New Delhi Hub,James Smith
ORD101145,CUST11145,Matthew Harris,Male,46,Amazon,2025-08-01,2025-11-17,Telangana,Hyderabad,Beauty,P8210,Face Wash,Loreal,3,15190,22171.62,5,63189.12,20944.86,UPI,In Transit,4.0,Hyderabad Hub,Christopher Fuller
ORD101146,CUST11146,John Jones,Female,21,Amazon,2026-03-07,2024-09-17,Maharashtra,Mumbai,Electronics,P8095,iPhone 15,Apple,5,11829,15837.1,15,67307.68,20040.5,Credit Card,Delivered,1.0,Mumbai Hub,Jordan Taylor
ORD101147,CUST11147,Kristi Torres,Female,27,Amazon,2025-11-01,2025-11-24,Telangana,Hyderabad,Grocery,P4361,Sunflower Oil,Fortune,4,25313,33844.66,20,108302.91,34126.64,UPI,Returned,5.0,Hyderabad Hub,Benjamin Reyes
ORD101148,CUST11148,Sandra Roth,Male,25,Flipkart,2025-07-19,2025-01-15,Tamil Nadu,Chennai,Beauty,P2573,Face Wash,Loreal,3,14857,21627.24,10,58393.55,20310.72,UPI,Cancelled,1.0,Chennai Hub,Rebecca Benitez
ORD101149,CUST11149,Crystal Johnson,Female,57,Flipkart,2024-09-21,2025-06-22,Maharashtra,Mumbai,Home,P5172,Pressure Cooker,Prestige,4,7253,8783.81,20,28108.19,6123.24,Credit Card,Cancelled,2.0,Mumbai Hub,Kimberly Davis
ORD101150,CUST11150,Brian Clark,Female,60,Flipkart,2025-09-03,2025-08-13,Karnataka,Bengaluru,Home,P8340,Pressure Cooker,Prestige,2,13998,19250.67,10,34651.21,10505.34,Debit Card,Cancelled,3.0,Bengaluru Hub,Matthew Mcgee
ORD101151,CUST11151,Morgan Jacobson,Female,47,Amazon,2024-12-28,2025-04-06,Maharashtra,Pune,Beauty,P3042,Face Wash,Loreal,2,28258,33523.92,10,60343.06,10531.84,Credit Card,In Transit,2.0,Pune Hub,Charles Sanders
ORD101152,CUST11152,Dalton Barton MD,Male,25,Flipkart,2025-07-23,2024-07-05,Maharashtra,Mumbai,Grocery,P8243,Sunflower Oil,Fortune,4,7446,10453.05,0,41812.2,12028.2,UPI,Delivered,4.0,Mumbai Hub,William Ramsey
